Coin,Date,Price,Market_Cap,Volume,Supply,Category,Log_Return,Volatility_30d,Peg_Deviation
sUSD,2023-07-25,1.0028967159,46176684.29,1757321.57,46043309.9,Crypto-backed/Algorithmic,0.005376236553854936,0.0029803002399325534,0.0028967158999999576
BUSD,2023-07-26,0.9999605739,3773889375.33,1434789721.44,3774038170.97,Fiat-backed,-7.310961518572523e-6,2.2890381798404817e-4,3.942609999996183e-5
First Digital USD,2023-07-26,1.0011709391,20228013.19,414184.92,20204355.12,Fiat-backed,9.394421483233079e-5,NA,0.0011709391000001013
GHO,2023-07-26,0.9852387522,0,308183.01,0,Crypto-backed/Algorithmic,0.0032274036794577255,NA,0.014761247799999988
Legacy Frax Dollar,2023-07-26,0.9986648542,911422900.08,11222622.68,912641409.41,Crypto-backed/Algorithmic,0.0012783331905728884,0.001840343876009344,0.0013351458000000482
Liquity USD,2023-07-26,0.9996149722,297348163.5,1870653.7,297462694.9,Crypto-backed/Algorithmic,2.4340242526278564e-4,7.780812064072697e-4,3.8502780000004844e-4
TerraClassicUSD,2023-07-26,0.0155283619,152041321.79,9961956.67,9791201619.65,Crypto-backed/Algorithmic,-0.0160045209913634,0.06127284905056269,0.9844716381
Tether USDt,2023-07-26,0.9995903205,83787441024.75,17964435030.72,83821781092.12,Fiat-backed,-5.11124504367137e-4,2.3833555435174192e-4,4.096795000000375e-4
TrueUSD,2023-07-26,0.9993274792,2805695111.23,1856408236.15,2807583269.33,Fiat-backed,1.7511777208202915e-8,4.995753589177813e-4,6.725208000000205e-4
USDC,2023-07-26,0.9998058668,26568555516.44,2447050412.01,26573714355.55,Fiat-backed,-3.2867479769764366e-4,1.5611606201407772e-4,1.9413319999994627e-4
crvUSD,2023-07-26,1.0001592074,0,24755957.49,0,Crypto-backed/Algorithmic,4.034433541142244e-4,6.652787314039983e-4,1.5920740000008315e-4
sUSD,2023-07-26,0.9983748941,46376443.19,3790550.49,46451932.49,Crypto-backed/Algorithmic,-0.004518956319971785,0.003098218161706969,0.001625105899999979
BUSD,2023-07-27,1.0002906804,3705694588.33,1306183694.36,3704617728.59,Fiat-backed,3.300650378667639e-4,2.3079187108191297e-4,2.906804000000207e-4
First Digital USD,2023-07-27,1.0016684658,20238065.4,1356036.51,20204355.12,Fiat-backed,4.968213717149905e-4,NA,0.0016684657999999075
GHO,2023-07-27,0.9850690448,0,282304.39,0,Crypto-backed/Algorithmic,-1.7226486204646076e-4,NA,0.014930955199999985
Legacy Frax Dollar,2023-07-27,0.997333214,910207590.1,5665701.97,912641409.41,Crypto-backed/Algorithmic,-0.0013343103069935855,0.0018563407070671589,0.002666786000000032
Liquity USD,2023-07-27,1.0000899899,297691707.24,985797.33,297664920.4,Crypto-backed/Algorithmic,4.7508779338719195e-4,7.551133965234895e-4,8.998989999997598e-5
TerraClassicUSD,2023-07-27,0.0157295484,154010950.93,8152716.65,9791187088.41,Crypto-backed/Algorithmic,0.012872855305174152,0.059139398741549214,0.9842704516
Tether USDt,2023-07-27,1.0001063954,83830699345.4,17371797760.37,83821781092.11,Fiat-backed,5.161531819842127e-4,2.557577994251482e-4,1.0639540000001446e-4
TrueUSD,2023-07-27,0.9994588201,2806055445.35,2210541405.81,2807574848.45,Fiat-backed,1.3142065285819276e-4,4.8436644961830875e-4,5.411799000000217e-4
USDC,2023-07-27,1.0001655826,26553595722.34,2576906993.24,26549199637.71,Fiat-backed,3.597209390032654e-4,1.6965024349151916e-4,1.655825999999916e-4
crvUSD,2023-07-27,1.0006756265,0,10440722.99,0,Crypto-backed/Algorithmic,5.16203639318641e-4,6.225528533347544e-4,6.756265000000816e-4
sUSD,2023-07-27,1.0001468157,45788830.18,1931061.62,45782108.64,Crypto-backed/Algorithmic,0.001773232740587113,0.0031118748586693988,1.4681569999996924e-4
BUSD,2023-07-28,1.0001672934,3705237486.63,982827314.51,3704617728.59,Fiat-backed,-1.233587526180698e-4,2.2929373929836923e-4,1.672934000001014e-4
First Digital USD,2023-07-28,1.0010012511,20224584.76,625628.88,20204355.12,Fiat-backed,-6.663252747628833e-4,NA,0.0010012510999999336
GHO,2023-07-28,0.9842146582,0,520413.29,0,Crypto-backed/Algorithmic,-8.6771312056861e-4,NA,0.01578534180000002
Legacy Frax Dollar,2023-07-28,0.9979102605,910734226.61,12663343.96,912641409.41,Crypto-backed/Algorithmic,5.784221559558668e-4,0.001859510097813717,0.0020897395000000207
Liquity USD,2023-07-28,0.9994455192,297764812.86,1341638.96,297930009.31,Crypto-backed/Algorithmic,-6.446204324790604e-4,7.413923038565264e-4,5.54480799999979e-4
TerraClassicUSD,2023-07-28,0.0155995797,152736960.08,5031182.18,9791094549.93,Crypto-backed/Algorithmic,-0.008297035600867399,0.05906525796660691,0.9844004203
Tether USDt,2023-07-28,1.0000544093,83829246153.48,11962846967.13,83824685312.35,Fiat-backed,-5.1981920543237316e-5,2.53250583724304e-4,5.44092999998913e-5
TrueUSD,2023-07-28,0.9992451396,3055266806.22,1297697923.36,3057574848.45,Fiat-backed,-2.138190598733134e-4,4.851079833575567e-4,7.548603999999459e-4
USDC,2023-07-28,1.000057904,26550577511.92,1552851362.45,26549040216.18,Fiat-backed,-1.0766656908634892e-4,1.7009836744520475e-4,5.7903999999942e-5
crvUSD,2023-07-28,1.0052604776,0,4794527.55,0,Crypto-backed/Algorithmic,0.004571291253643576,0.0010101442382919386,0.005260477600000035
sUSD,2023-07-28,0.9999296698,45909461.77,1527775.19,45912690.82,Crypto-backed/Algorithmic,-2.1713759691430274e-4,0.0031121063480328216,7.033020000002388e-5
BUSD,2023-07-29,0.9999944243,3704597072.7,1178471448.99,3704617728.59,Fiat-backed,-1.7285512356410654e-4,2.1064741896264862e-4,5.57570000003782e-6
First Digital USD,2023-07-29,1.0010012511,20224584.76,625628.88,20204355.12,Fiat-backed,0,NA,0.0010012510999999336
GHO,2023-07-29,0.9863249238,0,1957997.12,0,Crypto-backed/Algorithmic,0.0021418158011047043,NA,0.01367507619999997
Legacy Frax Dollar,2023-07-29,0.9973735596,810507055.21,53870615.39,812641409.41,Crypto-backed/Algorithmic,-5.379694933997549e-4,0.0018569350631067608,0.0026264404000000408
Liquity USD,2023-07-29,0.999206747,298094442.73,3594581.56,298331094.76,Crypto-backed/Algorithmic,-2.3893321031765106e-4,7.417308365171748e-4,7.932529999999938e-4
TerraClassicUSD,2023-07-29,0.0154090043,150869988.14,5046105.11,9791027710.73,Crypto-backed/Algorithmic,-0.012291938227477674,0.059133303913783936,0.9845909957
Tether USDt,2023-07-29,0.9998927779,83815697454.95,15914742869.77,83824685312.35,Fiat-backed,-1.6163566856798362e-4,2.507457914084056e-4,1.0722210000002619e-4
TrueUSD,2023-07-29,0.9986561318,3053465870.94,1576253731.1,3057574848.45,Fiat-backed,-5.896265501166025e-4,4.641551844082286e-4,0.0013438681999999869
USDC,2023-07-29,1.0000220215,26544894268.82,2064962482.17,26544309723.44,Fiat-backed,-3.588106609776103e-5,1.6128721470983775e-4,2.2021499999969052e-5
crvUSD,2023-07-29,0.9994358584,0,33414616.06,0,Crypto-backed/Algorithmic,-0.005810990408553948,0.001490405096725388,5.641415999999566e-4
sUSD,2023-07-29,1.0002332055,46189861.22,5070919.28,46179092,Crypto-backed/Algorithmic,3.0351098510877537e-4,0.003111361687107076,2.3320550000005547e-4
BUSD,2023-07-30,1.0000265682,3677443875.92,1287666052.43,3677346175.56,Fiat-backed,3.214356261584926e-5,2.077779880493159e-4,2.6568200000021136e-5
First Digital USD,2023-07-30,1.0010012511,20224584.76,625628.88,20204355.12,Fiat-backed,0,NA,0.0010012510999999336
GHO,2023-07-30,0.9848010936,0,789040.31,0,Crypto-backed/Algorithmic,-0.0015461522907405994,NA,0.01519890639999999
Legacy Frax Dollar,2023-07-30,0.9960707206,809448314.23,50439085.84,812641409.41,Crypto-backed/Algorithmic,-0.0013071237540371928,0.001698916617196212,0.003929279399999985
Liquity USD,2023-07-30,0.9992221716,298481478.49,4342525.07,298713826.58,Crypto-backed/Algorithmic,1.543672617692014e-5,7.416996438740797e-4,7.77828399999958e-4
TerraClassicUSD,2023-07-30,0.0148646446,145539745.37,4939251.38,9791000688.92,Crypto-backed/Algorithmic,-0.03596648570304541,0.05966054338306529,0.9851353554
Tether USDt,2023-07-30,0.9999106494,83811761011.57,18354638255.4,83819250310.68,Fiat-backed,1.787325669773613e-5,2.5058610792747687e-4,8.93506000000377e-5
TrueUSD,2023-07-30,0.9986258088,3013428123.69,2484498182.63,3017574848.45,Fiat-backed,-3.0364265941573355e-5,4.6378452872593864e-4,0.0013741912000000411
USDC,2023-07-30,1.0000097086,26487633136.18,2797739009.45,26487375981.79,Fiat-backed,-1.231270465851731e-5,1.5992586687256876e-4,9.708599999935785e-6
crvUSD,2023-07-30,0.9991322252,0,15069697.12,0,Crypto-backed/Algorithmic,-3.0385074676984934e-4,0.0014914054195859512,8.677747999999985e-4
sUSD,2023-07-30,0.9975521162,45440107.49,6547339.69,45551612.54,Crypto-backed/Algorithmic,-0.002684063077717689,0.0031264262507876817,0.0024478838000000502
BUSD,2023-07-31,1.0003466968,3636221901.31,2038401493.88,3634961671.73,Fiat-backed,3.200688674801253e-4,2.1592726452018091e-4,3.466968000001014e-4
First Digital USD,2023-07-31,1.0006491984,154552625.34,206319709.64,154452355.12,Fiat-backed,-3.5176242057436823e-4,NA,6.491984000001061e-4
GHO,2023-07-31,0.983816796,0,2650846.9,0,Crypto-backed/Algorithmic,-9.999885576808614e-4,NA,0.01618320399999995
Legacy Frax Dollar,2023-07-31,0.9971612283,810334506.01,55314673.84,812641409.41,Crypto-backed/Algorithmic,0.0010942106455869465,0.0015874632137513338,0.00283877170000002
Liquity USD,2023-07-31,0.9983671271,295812346.43,3890868.57,296296160.41,Crypto-backed/Algorithmic,-8.560764244942391e-4,7.443529088442494e-4,0.0016328729000000264
TerraClassicUSD,2023-07-31,0.0145825204,142776391.92,6534921.35,9790926912.76,Crypto-backed/Algorithmic,-0.01916196907256625,0.05983439931189337,0.9854174796
Tether USDt,2023-07-31,0.9995217166,83855366896.49,27115449239.82,83895492718.69,Fiat-backed,-3.890432219856907e-4,2.600719452489904e-4,4.7828340000000136e-4
TrueUSD,2023-07-31,1.0005352944,2966667470.33,3790047922.54,2965080279.45,Fiat-backed,0.001910287447687827,5.828853663160009e-4,5.352944000001081e-4
USDC,2023-07-31,1.0000720125,26283855183.92,4107231673.79,26281962554.44,Fiat-backed,6.23013543526757e-5,1.6038540695000197e-4,7.201249999999604e-5
crvUSD,2023-07-31,0.9964629044,0,59965553.03,0,Crypto-backed/Algorithmic,-0.0026752143782907876,0.0015684177287044437,0.0035370956000000398
sUSD,2023-07-31,1.0051730651,44402819.56,6431706.96,44174303,Crypto-backed/Algorithmic,0.007610615531113726,0.003337067442607922,0.0051730650999999295
BUSD,2023-08-01,0.9998766244,3536671967.36,1831209742.15,3537108360.12,Fiat-backed,-4.700199259470926e-4,2.326292378881082e-4,1.2337559999997527e-4
First Digital USD,2023-08-01,0.9999925145,257545527.26,68809615.8,257547455.12,Fiat-backed,-6.564732898942915e-4,NA,7.485499999959622e-6
GHO,2023-08-01,0.9830190801,0,1117034.95,0,Crypto-backed/Algorithmic,-8.111667612273193e-4,NA,0.016980919899999947
Legacy Frax Dollar,2023-08-01,0.9971872152,810355623.99,21374261.06,812641409.41,Crypto-backed/Algorithmic,2.6060541312220113e-5,0.0015867308538837668,0.0028127848000000233
Liquity USD,2023-08-01,0.9981839662,296021239.8,1401568.65,296559802.43,Crypto-backed/Algorithmic,-1.834772985559025e-4,7.410653500835267e-4,0.0018160337999999498
TerraClassicUSD,2023-08-01,0.0158633631,155313932.8,34738900.12,9790731780.89,Crypto-backed/Algorithmic,0.08418866432602089,0.06134888859343591,0.9841366369
Tether USDt,2023-08-01,0.9993257885,83838929415.14,26312546014.95,83895492718.69,Fiat-backed,-1.9604106879348349e-4,2.618133653772562e-4,6.742115000000215e-4
TrueUSD,2023-08-01,1.0000610249,2965255722.87,3515516442.09,2965074779.45,Fiat-backed,-4.7412814300351754e-4,5.653902536192219e-4,6.102489999992855e-5
USDC,2023-08-01,0.9998907556,26176815915,3899981415.35,26179675897.93,Fiat-backed,-1.8126027482851548e-4,1.6133044679720815e-4,1.0924440000004143e-4
crvUSD,2023-08-01,0.998233519,0,20072272.89,0,Crypto-backed/Algorithmic,0.0017753228453977732,0.0016048633543170139,0.0017664809999999864
sUSD,2023-08-01,0.9978614505,43427558.15,4124300.12,43520629.16,Crypto-backed/Algorithmic,-0.007300570227583554,0.003528409071236733,0.002138549500000031
BUSD,2023-08-02,1.0002021116,3496652941.39,1384031392.63,3495946370.22,Fiat-backed,3.254743895975945e-4,2.395236473167304e-4,2.0211159999994344e-4
First Digital USD,2023-08-02,1.0005722554,258695498.35,23911403.41,258547543.12,Fiat-backed,5.795772523349342e-4,NA,5.722554000000546e-4
GHO,2023-08-02,0.9839714752,0,1687229.91,0,Crypto-backed/Algorithmic,9.683779841849194e-4,NA,0.016028524800000055
Legacy Frax Dollar,2023-08-02,0.9990873698,811899768.34,21497011.49,812641409.41,Crypto-backed/Algorithmic,0.0019037012123851217,0.0016189224231694828,9.126301999999864e-4
Liquity USD,2023-08-02,0.9989956104,296416384.91,1634080.7,296714401.75,Crypto-backed/Algorithmic,8.127904512868915e-4,7.52384026697887e-4,0.001004389600000044
TerraClassicUSD,2023-08-02,0.0151174987,148010383.8,19606669.35,9790666205.62,Crypto-backed/Algorithmic,-0.04815931573560726,0.06215275506883143,0.9848825013
Tether USDt,2023-08-02,0.999448007,83850820616.37,20365437032.26,83897131247.51,Fiat-backed,1.222934785592184e-4,2.560798898961221e-4,5.519929999999729e-4
TrueUSD,2023-08-02,0.9995384773,2963706330.11,2547094843.3,2965074779.45,Fiat-backed,-5.226522724377561e-4,5.717861520387268e-4,4.615226999999944e-4
USDC,2023-08-02,1.000242975,26105515791.2,2992754698.77,26099174345.53,Fiat-backed,3.5219585395946767e-4,1.7066773441493015e-4,2.4297499999992311e-4
crvUSD,2023-08-02,0.999108493,0,21763862.71,0,Crypto-backed/Algorithmic,8.761384386988172e-4,0.001610988153861031,8.915069999999581e-4
sUSD,2023-08-02,0.9979192294,42216659.59,2500699.87,42304685.93,Crypto-backed/Algorithmic,5.790105155154064e-5,0.0034863676564229045,0.0020807706000000037
BUSD,2023-08-03,0.9999610743,3424203189.13,1238640293.97,3424336483.68,Fiat-backed,-2.410176358268058e-4,2.4369225904399575e-4,3.8925699999969865e-5
First Digital USD,2023-08-03,0.9999074023,291533545.29,29014607.45,291560543.12,Fiat-backed,-6.646937117502477e-4,NA,9.259770000002998e-5
GHO,2023-08-03,0.980682747,0,1369085.65,0,Crypto-backed/Algorithmic,-0.0033478983066086193,NA,0.01931725299999998
Legacy Frax Dollar,2023-08-03,0.9983146551,811271828.38,17079472.58,812641409.41,Crypto-backed/Algorithmic,-7.737197909239736e-4,0.0012958020007430046,0.001685344900000052
Liquity USD,2023-08-03,0.9982317066,296218882.21,1623977.43,296743611.98,Crypto-backed/Algorithmic,-7.649643390602915e-4,7.59844812641617e-4,0.001768293399999954
TerraClassicUSD,2023-08-03,0.0147429854,144343272.2,13560073.57,9790640660.51,Crypto-backed/Algorithmic,-0.02508552360546208,0.06144817807598977,0.9852570146
Tether USDt,2023-08-03,0.9986016124,83779810542.81,20189124065.82,83897131247.43,Fiat-backed,-8.472208521843601e-4,2.951523604357096e-4,0.001398387599999995
TrueUSD,2023-08-03,0.9998661115,2964677790.04,2278124819.08,2965074779.45,Fiat-backed,3.277317705159651e-4,5.742945703174426e-4,1.3388849999995678e-4
USDC,2023-08-03,0.9999892254,26041204603.39,3102941070.93,26041485189.56,Fiat-backed,-2.5372014440163163e-4,1.7663695712651325e-4,1.0774599999985313e-5
crvUSD,2023-08-03,0.9989820438,0,11490741.61,0,Crypto-backed/Algorithmic,-1.2657004058618405e-4,0.0016078143193195532,0.001017956200000003
sUSD,2023-08-03,0.9994472503,40566931.32,2847016.05,40589367.07,Crypto-backed/Algorithmic,0.0015300358883784677,0.0034793019090326033,5.527496999999659e-4
BUSD,2023-08-04,1.0001973167,3417718097.14,960099009.81,3417043857.16,Fiat-backed,2.3622369324514115e-4,2.445782501998822e-4,1.9731670000000534e-4
First Digital USD,2023-08-04,0.9999312412,291540495.77,22851525.86,291560543.12,Fiat-backed,2.384082343696071e-5,NA,6.875880000001278e-5
GHO,2023-08-04,0.9794053961,0,578825.77,0,Crypto-backed/Algorithmic,-0.0013033608568283558,NA,0.020594603900000008
Legacy Frax Dollar,2023-08-04,0.9994338703,812181348.97,6918681.49,812641409.41,Crypto-backed/Algorithmic,0.0011204766794867653,0.0010512740772431986,5.661297000000287e-4
Liquity USD,2023-08-04,0.9974173139,295374636.12,1513081.27,296139471.43,Crypto-backed/Algorithmic,-8.161683110025986e-4,7.614415421524252e-4,0.002582686100000009
TerraClassicUSD,2023-08-04,0.0150926654,147766322.46,21090097.32,9790604800.12,Crypto-backed/Algorithmic,0.023441487147321634,0.061093954909539186,0.9849073346
Tether USDt,2023-08-04,0.9989830846,83817254441.35,14278737532.63,83902576266.62,Fiat-backed,3.819334471375728e-4,3.0422326663423856e-4,0.0010169154000000402
TrueUSD,2023-08-04,1.0002011539,2965671215.67,850489256.36,2965074779.45,Fiat-backed,3.350311351321467e-4,5.651418778027925e-4,2.011538999999729e-4
USDC,2023-08-04,0.9998772644,26041414119.74,1690306453.21,26044610720.62,Fiat-backed,-1.119684745837151e-4,1.7768092008914002e-4,1.2273559999997907e-4
crvUSD,2023-08-04,0.9992213387,0,4272285.57,0,Crypto-backed/Algorithmic,2.3951005512211406e-4,0.001602425424857968,7.786613000000386e-4
sUSD,2023-08-04,0.99994958,40484540.6,1700819.83,40486581.93,Crypto-backed/Algorithmic,5.024812513021871e-4,0.0033275014036667464,5.041999999999547e-5
BUSD,2023-08-05,0.9996219082,3415751900.81,957231966.69,3417043857.16,Fiat-backed,-5.754605303465836e-4,2.594792607455516e-4,3.780918000000355e-4
First Digital USD,2023-08-05,0.9991801381,291321503.74,23427883.73,291560543.12,Fiat-backed,-7.514370065824639e-4,NA,8.198619000000518e-4
GHO,2023-08-05,0.9766676336,0,731920.59,0,Crypto-backed/Algorithmic,-0.0027992454741092372,NA,0.023332366400000026
Legacy Frax Dollar,2023-08-05,0.9969037127,810125238.16,15752013.12,812641409.41,Crypto-backed/Algorithmic,-0.0025348007033274126,0.0011472914306029074,0.0030962873
Liquity USD,2023-08-05,0.9975510796,295841560.12,1013644.89,296567831.13,Crypto-backed/Algorithmic,1.3410307715780372e-4,7.574445138185059e-4,0.0024489203999999987
TerraClassicUSD,2023-08-05,0.0151801939,148622741.17,9322944.25,9790569372.75,Crypto-backed/Algorithmic,0.0057826545579068,0.06107334970985089,0.9848198061
Tether USDt,2023-08-05,0.9983817241,83766798747.7,14800094197.88,83902576266.62,Fiat-backed,-6.02153913547585e-4,3.190652421452253e-4,0.0016182758999999658
TrueUSD,2023-08-05,0.9993361927,2963106541.28,994968626.54,2965074779.45,Fiat-backed,-8.651613888813457e-4,5.550811421365134e-4,6.638073000000411e-4
USDC,2023-08-05,0.9998170696,26040633408.95,1962209984.99,26045397904.96,Fiat-backed,-6.0204001176263244e-5,1.7648773790489468e-4,1.8293039999994765e-4
crvUSD,2023-08-05,0.9992949047,0,5654636.72,0,Crypto-backed/Algorithmic,7.362061757199211e-5,0.0015981884706925916,7.050952999999582e-4
sUSD,2023-08-05,0.9992684613,39603482.54,1290567.62,39632475.22,Crypto-backed/Algorithmic,-6.81385133869474e-4,0.003216683164257553,7.315386999999784e-4
BUSD,2023-08-06,1.0001650064,3394123616.35,1434390899.25,3393563656.67,Fiat-backed,5.431560826677503e-4,2.7892896082004707e-4,1.6500640000005617e-4
First Digital USD,2023-08-06,0.999474239,291631238.2,20288147.86,291784647.19,Fiat-backed,2.9429890979894806e-4,NA,5.257610000000135e-4
GHO,2023-08-06,0.977508083,0,636509.59,0,Crypto-backed/Algorithmic,8.601575023979603e-4,NA,0.022491916999999972
Legacy Frax Dollar,2023-08-06,0.9988525801,811708968.5,16582480.48,812641409.41,Crypto-backed/Algorithmic,0.001953012025052683,0.0012066227240433785,0.0011474199000000018
Liquity USD,2023-08-06,0.9970780233,295703422.1,1242998.52,296569992.7,Crypto-backed/Algorithmic,-4.743300979432002e-4,7.582669812376669e-4,0.0029219767000000507
TerraClassicUSD,2023-08-06,0.0159348291,156010194.34,20055909.49,9790515681.9,Crypto-backed/Algorithmic,0.04851567772026977,0.0615057518767664,0.9840651709
Tether USDt,2023-08-06,0.9988175722,83803367523.78,23981817199.83,83902576266,Fiat-backed,4.36459303512104e-4,3.2753394365407027e-4,0.0011824277999999966
TrueUSD,2023-08-06,0.9994680659,2995480535.32,2184126359.38,2997074781.45,Fiat-backed,1.3195209048019475e-4,5.542998995440704e-4,5.319340999999644e-4
USDC,2023-08-06,0.9999744741,26141984355.63,2920815524.77,26142651670.06,Fiat-backed,1.5742090801502433e-4,1.78179695791324e-4,2.5525900000045176e-5
crvUSD,2023-08-06,0.9995237766,0,16643131.92,0,Crypto-backed/Algorithmic,2.290071662242809e-4,0.0015988322489185044,4.7622339999997543e-4
sUSD,2023-08-06,0.9994979563,39014651.43,1988516.73,39034248.32,Crypto-backed/Algorithmic,2.296366388666142e-4,0.003168952925674453,5.020436999999545e-4
BUSD,2023-08-07,1.0006465244,3393930489.68,1579437497.23,3391737648.55,Fiat-backed,4.813227051961008e-4,2.9152904313152136e-4,6.465244000000148e-4
First Digital USD,2023-08-07,1.0003036826,290973083.84,23699132.47,290884747.19,Fiat-backed,8.295357585507074e-4,NA,3.0368260000002145e-4
GHO,2023-08-07,0.9821929446,0,2137210.95,0,Crypto-backed/Algorithmic,0.004781209438238772,NA,0.01780705540000005
Legacy Frax Dollar,2023-08-07,0.9980621935,811066667.65,15904994.92,812641409.41,Crypto-backed/Algorithmic,-7.91607785893938e-4,0.0012115407257596736,0.0019378064999999722
Liquity USD,2023-08-07,0.9983047405,297037750.42,2574483.89,297542161.58,Crypto-backed/Algorithmic,0.001229555929620742,7.969466104560894e-4,0.0016952595000000459
TerraClassicUSD,2023-08-07,0.0153497095,150280697,14821234.15,9790458685.7,Crypto-backed/Algorithmic,-0.037410674219517555,0.061951598805170024,0.9846502905
Tether USDt,2023-08-07,0.9997184442,83555107588.73,25874561718.04,83578639639.68,Fiat-backed,9.015319750291248e-4,3.7038140314703114e-4,2.815557999999996e-4
TrueUSD,2023-08-07,1.0001918991,2993649149.91,2818879550.3,2993074781.45,Fiat-backed,7.239563168572539e-4,5.576588437673209e-4,1.9189910000005916e-4
USDC,2023-08-07,1.0000803201,26312207145.63,3392828371.72,26310093915.12,Fiat-backed,1.058431003046689e-4,1.786085712062909e-4,8.032009999991985e-5
crvUSD,2023-08-07,0.9997468,0,7146617.23,0,Crypto-backed/Algorithmic,2.2310476984503436e-4,0.0015863814566033827,2.5319999999995346e-4
sUSD,2023-08-07,0.9971650539,38791877.04,2332913.17,38902162.57,Crypto-backed/Algorithmic,-0.0023368024044902787,0.0031596229813025444,0.002834946100000013
BUSD,2023-08-08,1.0002189875,3392480396.74,1296031097.59,3391737648.55,Fiat-backed,-4.2735196740009023e-4,3.027284060353393e-4,2.189875000000452e-4
First Digital USD,2023-08-08,0.9999675323,300774981.41,19174933.84,300784747.19,Fiat-backed,-3.361047248598594e-4,NA,3.246769999998289e-5
GHO,2023-08-08,0.9771186275,0,832938.95,0,Crypto-backed/Algorithmic,-0.00517970548156179,NA,0.022881372499999997
Legacy Frax Dollar,2023-08-08,0.9995925059,812310262.84,15501623.17,812641409.41,Crypto-backed/Algorithmic,0.0015321093278123287,0.001236601944823255,4.07494099999961e-4
Liquity USD,2023-08-08,0.9963171487,297918912.35,2174024.03,299020159.12,Crypto-backed/Algorithmic,-0.0019929516151717275,8.14871178479183e-4,0.003682851300000012
TerraClassicUSD,2023-08-08,0.0152820248,149616701.65,11562197.74,9790371607.82,Crypto-backed/Algorithmic,-0.00441926072439545,0.06125289291655645,0.9847179752
Tether USDt,2023-08-08,0.9994248589,83484056441.55,22920990916.16,83532099181.6,Fiat-backed,-2.9371111281047493e-4,3.7311684697083564e-4,5.751411000000095e-4
TrueUSD,2023-08-08,0.9996526394,2992035105.11,2628477221.94,2993074781.45,Fiat-backed,-5.393016333905408e-4,5.6584093493468e-4,3.473605999999574e-4
USDC,2023-08-08,1.0001891256,26293668008.81,3123624699.18,26288696142.39,Fiat-backed,1.0879084349485383e-4,1.7755812485417623e-4,1.8912559999995082e-4
crvUSD,2023-08-08,0.9997861215,0,7316916.05,0,Crypto-backed/Algorithmic,3.933068526371391e-5,0.0015863310828957763,2.1387849999998654e-4
sUSD,2023-08-08,1.0002165593,39435808.7,2694362.67,39427270.35,Crypto-backed/Algorithmic,0.003055508025043812,0.0031600827661739835,2.1655930000008539e-4
BUSD,2023-08-09,1.0001139405,3392124104.94,1126517745.27,3391737648.55,Fiat-backed,-1.0502951646328845e-4,3.030483312118912e-4,1.139404999999094e-4
First Digital USD,2023-08-09,0.9994148891,300608754.76,20056248.46,300784747.19,Fiat-backed,-5.528139170966854e-4,NA,5.851109000000188e-4
GHO,2023-08-09,0.9818607346,0,2230459.37,0,Crypto-backed/Algorithmic,0.0048414153353337,NA,0.018139265399999993
Legacy Frax Dollar,2023-08-09,0.9982294981,811202626.25,8254492.89,812641409.41,Crypto-backed/Algorithmic,-0.0013644939426502726,0.001261055827305619,0.0017705019000000544
Liquity USD,2023-08-09,0.9943995265,297038814.6,2119524,298711741.78,Crypto-backed/Algorithmic,-0.0019265652586513368,8.818747075089064e-4,0.005600473500000036
TerraClassicUSD,2023-08-09,0.0151545245,148367281.89,9417691.15,9790296090.51,Crypto-backed/Algorithmic,-0.00837815381432928,0.06073489703157448,0.9848454755
Tether USDt,2023-08-09,0.9990119159,83450390792.57,18525528096.05,83532928351.15,Fiat-backed,-4.13266019805354e-4,3.798119846684762e-4,9.88084099999953e-4
TrueUSD,2023-08-09,0.9993863712,2966253485.19,1951746975,2968074781.45,Fiat-backed,-2.663962035386792e-4,5.675619886552029e-4,6.136288000000434e-4
USDC,2023-08-09,1.0001701002,26160322978.58,2804649587.14,26155873858.24,Fiat-backed,-1.902198340680606e-5,1.7762294238032943e-4,1.7010020000007842e-4
crvUSD,2023-08-09,0.9996778156,0,6508488.76,0,Crypto-backed/Algorithmic,-1.0833493727625065e-4,0.0015821195000175056,3.221843999999807e-4
sUSD,2023-08-09,0.9972479933,41005356.04,2041054.57,41118514.46,Crypto-backed/Algorithmic,-0.0029723362867077516,0.003207649455367221,0.002752006699999976
BUSD,2023-08-10,1.000087369,3381119593.25,1003411412.57,3380824213.89,Fiat-backed,-2.6568825722948218e-5,3.007085786107197e-4,8.736900000005932e-5
First Digital USD,2023-08-10,0.9994058462,300606034.78,14724681.37,300784747.19,Fiat-backed,-9.048235132270375e-6,NA,5.941538000000524e-4
GHO,2023-08-10,0.9710832687,0,2042391.17,0,Crypto-backed/Algorithmic,-0.01103725994375884,NA,0.028916731300000054
Legacy Frax Dollar,2023-08-10,0.9981195164,811113250.61,8725773.64,812641409.41,Crypto-backed/Algorithmic,-1.1018283808334127e-4,0.0012129848025710782,0.001880483600000038
Liquity USD,2023-08-10,0.9926187814,295919470.81,3199520.58,298119959.38,Crypto-backed/Algorithmic,-0.0017923796370257893,9.297833816559623e-4,0.007381218599999961
TerraClassicUSD,2023-08-10,0.0147278189,144189043.06,7454438.42,9790250967.33,Crypto-backed/Algorithmic,-0.028560986685145288,0.06108957627353809,0.9852721811
Tether USDt,2023-08-10,0.9989691402,83447316575.81,16439483171.45,83533427826,Fiat-backed,-4.281892450977471e-5,3.7930872007235414e-4,0.0010308597999999503
